"Microsoft Corporation"
"Date","High","Low","Close","Volume"
"09 Mar 90",108.000,105.250,106.500, 530000
"12 Mar 90",108.750,106.000,108.250, 480000
"13 Mar 90",109.000,106.250,106.250, 580000
"14 Mar 90",108.250,106.000,107.250, 850000
"15 Mar 90",111.750,107.750,111.000, 560000
"16 Mar 90",115.250,111.750,114.000, 800000
"19 Mar 90",117.000,113.000,116.500, 560000
"20 Mar 90",116.750,112.500,113.000, 640000
"21 Mar 90",115.500,112.250,113.250, 480000
"22 Mar 90",113.750,110.250,111.250, 640000
"23 Mar 90",113.250,109.000,109.000, 370000
"26 Mar 90",112.500,110.375,111.500, 390000
"27 Mar 90",113.000,110.750,112.500, 360000
"28 Mar 90",112.250,108.500,111.000, 690000
"29 Mar 90",112.750,110.000,110.500, 450000
"30 Mar 90",111.000,109.250,110.750, 250000
"02 Apr 90",112.375,109.250,111.500, 510000
"03 Apr 90",116.250,112.500,116.000, 590000
"04 Apr 90",118.750,115.500,117.000, 550000
"05 Apr 90",117.125,114.500,114.500, 460000
"06 Apr 90",115.250,113.250,114.250, 510000
"09 Apr 90",115.500,113.750,114.500, 220000
"10 Apr 90",118.000,114.500,118.000, 310000
"11 Apr 90",121.000,118.250,121.000, 490000
"12 Apr 90",122.000,120.000,120.750, 340000
"SPLIT",2.0,0.0,0.0,0
"16 Apr 90", 61.750, 60.125, 60.750, 550000
"17 Apr 90", 63.000, 59.750, 62.000, 930000
"18 Apr 90", 61.750, 58.750, 60.625,1400000
"19 Apr 90", 61.250, 59.250, 59.500, 810000
"20 Apr 90", 60.500, 58.750, 59.250, 620000
"23 Apr 90", 59.500, 57.250, 59.000, 900000
"24 Apr 90", 59.750, 56.500, 58.000, 670000
"25 Apr 90", 58.750, 57.000, 58.000, 750000
"26 Apr 90", 58.750, 57.250, 57.375, 640000
"27 Apr 90", 57.250, 55.625, 56.250, 790000
"30 Apr 90", 58.000, 55.750, 58.000, 710000
"01 May 90", 58.750, 56.750, 57.125, 730000
"02 May 90", 58.500, 57.250, 58.250, 460000
"03 May 90", 59.750, 58.250, 59.000, 640000
"04 May 90", 61.750, 59.000, 61.750, 660000
"07 May 90", 66.000, 61.500, 64.000,1300000
"08 May 90", 63.500, 62.250, 62.750, 710000
"09 May 90", 63.250, 62.000, 62.750, 490000
"10 May 90", 65.000, 62.750, 64.500, 680000
"11 May 90", 66.000, 63.250, 65.500, 680000
"14 May 90", 66.500, 65.500, 65.750, 660000
"15 May 90", 65.750, 64.250, 64.750, 750000
"16 May 90", 64.750, 63.500, 64.750, 540000
"17 May 90", 65.250, 64.250, 64.750, 580000
"18 May 90", 69.250, 64.500, 68.250,1400000
"21 May 90", 72.250, 68.750, 70.250,2200000
"22 May 90", 72.250, 69.000, 71.500,2000000
"23 May 90", 76.000, 71.875, 75.875,2000000
"24 May 90", 78.750, 76.000, 76.500,2000000
"25 May 90", 76.250, 74.000, 74.250,1400000
"29 May 90", 75.500, 74.000, 75.250, 850000
"30 May 90", 76.500, 74.750, 75.500, 900000
"31 May 90", 75.500, 72.500, 73.000, 960000
"01 Jun 90", 75.250, 73.000, 75.125,1200000
"04 Jun 90", 77.250, 74.000, 77.000, 820000
"05 Jun 90", 77.500, 72.750, 73.375,1100000
"06 Jun 90", 74.500, 72.500, 73.000,1200000
